Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Date,Year,Month,Week,Day,Hour,DayOfWeek,IsWeekend,IsMonthEnd,DayOfWeek_sin,DayOfWeek_cos,Hour_sin,Hour_cos,Cleaned_Description,IsLargeAmount,IsVeryLargeAmount,AmountLevel,IsRecurring,Type_Adjustment,Type_Fee,Type_Return,Type_Sale,ZScore_Amount,IsOutlier_Z,PromptText
2023-11-13,10/23/2023,APPLEBEES 9058,Food & Drink,sale,-47.3,,2023-10-22,2023,10,42,22,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,applebees 9058,0,0,small,1,False,False,False,True,-0.07671151574074164,0,"Transaction de -47.3€ chez applebees 9058, de type Sale, catégorie Food & Drink"
2023-11-13,11/26/2023,KROGER,Groceries,sale,-128.09,,2023-11-24,2023,11,47,24,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-1.2784194382992147,0,"Transaction de -128.09€ chez kroger, de type Sale, catégorie Groceries"
2023-11-13,11/3/2023,Amazon.com*NA98W4V93,Shopping,sale,-19.32,,2023-11-02,2023,11,44,2,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,amazoncomna98w4v93,0,0,large,1,False,False,False,True,0.3394759786668096,0,"Transaction de -19.32€ chez amazoncomna98w4v93, de type Sale, catégorie Shopping"
2023-11-13,10/18/2023,BIG-BOY-LOVELAND-MILL #0169,Food & Drink,sale,-52.52,,2023-10-16,2023,10,42,16,0,0,0,0,0.0,1.0,0.0,1.0,bigboylovelandmill 0169,0,0,small,1,False,False,False,True,-0.15435621626995608,0,"Transaction de -52.52€ chez bigboylovelandmill 0169, de type Sale, catégorie Food & Drink"
2023-11-14,10/1/2023,SPI*DUKE-ENERGY,Bills & Utilities,sale,-317.66,,2023-09-30,2023,9,39,30,0,5,1,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0,spidukeenergy,0,0,small,1,False,False,False,True,-4.098171522460741,1,"Transaction de -317.66€ chez spidukeenergy, de type Sale, catégorie Bills & Utilities"
2023-11-14,12/10/2023,AMZN Mktp US*MR3W94B53,Shopping,sale,-27.52,,2023-12-09,2023,12,49,9,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,amzn mktp usmr3w94b53,0,0,medium,0,False,False,False,True,0.21750537630290967,0,"Transaction de -27.52€ chez amzn mktp usmr3w94b53, de type Sale, catégorie Shopping"
2023-11-14,11/19/2023,Amazon.com*3K11J5ZR3,Shopping,sale,-42.64,,2023-11-17,2023,11,46,17,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,amazoncom3k11j5zr3,0,0,medium,0,False,False,False,True,-0.007396514885159523,0,"Transaction de -42.64€ chez amazoncom3k11j5zr3, de type Sale, catégorie Shopping"
2023-11-14,11/10/2023,SQ *HEATHER ROGERS LLC,Personal,sale,-179.22,,2023-11-09,2023,11,45,9,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,sq heather rogers llc,0,0,small,1,False,False,False,True,-2.0389507674292395,0,"Transaction de -179.22€ chez sq heather rogers llc, de type Sale, catégorie Personal"
2023-11-14,11/17/2023,KROGER FUEL 4426,Gas,sale,-48.94,,2023-11-16,2023,11,46,16,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,kroger fuel 4426,0,0,small,1,False,False,False,True,-0.10110563621352164,0,"Transaction de -48.94€ chez kroger fuel 4426, de type Sale, catégorie Gas"
2023-11-14,11/19/2023,TARGET        00024869,Shopping,return,7.04,,2023-11-18,2023,11,46,18,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,target        00024869,1,0,very_large,1,False,False,True,False,0.7315668418756393,0,"Transaction de 7.04€ chez target        00024869, de type Return, catégorie Shopping"
2023-11-14,12/24/2023,DD DOORDASH WINGSANDR,Food & Drink,sale,-62.31,,2023-12-22,2023,12,51,22,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,dd doordash wingsandr,0,0,small,1,False,False,False,True,-0.2999772159214903,0,"Transaction de -62.31€ chez dd doordash wingsandr, de type Sale, catégorie Food & Drink"
2023-11-14,10/29/2023,DD DOORDASH THEWACKED,Food & Drink,sale,-34.84,,2023-10-28,2023,10,43,28,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,dd doordash thewacked,0,0,medium,1,False,False,False,True,0.10862430199757453,0,"Transaction de -34.84€ chez dd doordash thewacked, de type Sale, catégorie Food & Drink"
2023-11-14,11/21/2023,KROGER 408,Groceries,sale,-16.33,,2023-11-20,2023,11,47,20,0,0,0,0,0.0,1.0,0.0,1.0,kroger 408,0,0,large,1,False,False,False,True,0.38395062513852435,0,"Transaction de -16.33€ chez kroger 408, de type Sale, catégorie Groceries"
2023-11-14,11/29/2023,TST* ELEMENT EATERY - STA,Food & Drink,sale,-19.83,,2023-11-28,2023,11,48,28,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,tst element eatery  sta,0,0,large,0,False,False,False,True,0.33189000217832315,0,"Transaction de -19.83€ chez tst element eatery  sta, de type Sale, catégorie Food & Drink"
2023-11-14,11/23/2023,SPEEDWAY 01224 2423 LOVELAND,Gas,sale,-1.39,,2023-11-22,2023,11,47,22,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,speedway 01224 2423 loveland,0,0,very_large,1,False,False,False,True,0.6061751128600689,0,"Transaction de -1.39€ chez speedway 01224 2423 loveland, de type Sale, catégorie Gas"
2023-11-14,11/6/2023,AMZN Mktp US,Shopping,return,16.0,,2023-11-05,2023,11,44,5,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,amzn mktp us,1,0,very_large,1,False,False,True,False,0.8648420366537543,0,"Transaction de 16.0€ chez amzn mktp us, de type Return, catégorie Shopping"
2023-11-14,10/31/2023,SPI*DUKE-ENERGY,Bills & Utilities,sale,-186.65,,2023-10-30,2023,10,44,30,0,0,0,0,0.0,1.0,0.0,1.0,spidukeenergy,0,0,small,1,False,False,False,True,-2.149468032741895,0,"Transaction de -186.65€ chez spidukeenergy, de type Sale, catégorie Bills & Utilities"
2023-11-14,10/22/2023,CHIPOTLE ONLINE,Food & Drink,sale,-65.94,,2023-10-21,2023,10,42,21,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,chipotle online,0,0,small,1,False,False,False,True,-0.3539715191630703,0,"Transaction de -65.94€ chez chipotle online, de type Sale, catégorie Food & Drink"
2023-11-14,11/27/2023,AUNTIE ANNE'S OH123,Food & Drink,sale,-16.97,,2023-11-25,2023,11,47,25,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,auntie annes oh123,0,0,large,1,False,False,False,True,0.374430968368659,0,"Transaction de -16.97€ chez auntie annes oh123, de type Sale, catégorie Food & Drink"
2023-11-14,10/1/2023,SPI*DUKE-ENERGY,Bills & Utilities,sale,-317.66,,2023-09-30,2023,9,39,30,0,5,1,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0,spidukeenergy,0,0,small,1,False,False,False,True,-4.098171522460741,1,"Transaction de -317.66€ chez spidukeenergy, de type Sale, catégorie Bills & Utilities"
2023-11-14,11/2/2023,LOVELAND KIDS CHILDCARE,Personal,sale,-305.0,,2023-11-01,2023,11,44,1,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,loveland kids childcare,0,0,small,1,False,False,False,True,-3.9098608119818414,1,"Transaction de -305.0€ chez loveland kids childcare, de type Sale, catégorie Personal"
2023-11-14,9/28/2023,FSP*FLEET FEET CINCINNATI,Shopping,sale,-172.48,,2023-09-27,2023,9,39,27,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,fspfleet feet cincinnati,0,0,small,1,False,False,False,True,-1.9386968820715949,0,"Transaction de -172.48€ chez fspfleet feet cincinnati, de type Sale, catégorie Shopping"
2023-11-14,11/6/2023,CHEESECAKE LIBERTY CNTR,Food & Drink,sale,-53.99,,2023-11-05,2023,11,44,5,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,cheesecake liberty cntr,0,0,small,1,False,False,False,True,-0.17622167791324056,0,"Transaction de -53.99€ chez cheesecake liberty cntr, de type Sale, catégorie Food & Drink"
2023-11-14,9/27/2023,PANERA BREAD #204922 O,Food & Drink,sale,-8.27,,2023-09-27,2023,9,39,27,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,panera bread 204922 o,0,0,very_large,1,False,False,False,True,0.5038388025840163,0,"Transaction de -8.27€ chez panera bread 204922 o, de type Sale, catégorie Food & Drink"
2023-11-14,11/6/2023,CHEESECAKE LIBERTY CNTR,Food & Drink,sale,-53.99,,2023-11-05,2023,11,44,5,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,cheesecake liberty cntr,0,0,small,1,False,False,False,True,-0.17622167791324056,0,"Transaction de -53.99€ chez cheesecake liberty cntr, de type Sale, catégorie Food & Drink"
2023-11-14,11/17/2023,APPLE.COM/BILL,Shopping,sale,-5.33,,2023-11-17,2023,11,46,17,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,applecombill,0,0,very_large,1,False,False,False,True,0.5475697258705853,0,"Transaction de -5.33€ chez applecombill, de type Sale, catégorie Shopping"
2023-11-14,9/25/2023,McDonalds 39386,Food & Drink,sale,-1.38,,2023-09-23,2023,9,38,23,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,mcdonalds 39386,0,0,very_large,0,False,False,False,True,0.606323857497098,0,"Transaction de -1.38€ chez mcdonalds 39386, de type Sale, catégorie Food & Drink"
2023-11-14,12/14/2023,SHELL OIL 57445097702,Gas,sale,-16.4,,2023-12-12,2023,12,50,12,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,shell oil 57445097702,0,0,large,1,False,False,False,True,0.3829094126793203,0,"Transaction de -16.4€ chez shell oil 57445097702, de type Sale, catégorie Gas"
2023-11-14,11/12/2023,TARGET        00024869,Shopping,return,29.67,,2023-11-10,2023,11,45,10,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,target        00024869,1,1,very_large,1,False,False,True,False,1.0681759554725974,0,"Transaction de 29.67€ chez target        00024869, de type Return, catégorie Shopping"
2023-11-14,12/6/2023,PANERA BREAD #204922 O,Food & Drink,sale,-8.37,,2023-12-06,2023,12,49,6,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,panera bread 204922 o,0,0,very_large,1,False,False,False,True,0.5023513562137248,0,"Transaction de -8.37€ chez panera bread 204922 o, de type Sale, catégorie Food & Drink"
2023-11-14,10/26/2023,FIVE STAR FOOD,Food & Drink,sale,-3.15,,2023-10-25,2023,10,43,25,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,five star food,0,0,very_large,1,False,False,False,True,0.5799960567429392,0,"Transaction de -3.15€ chez five star food, de type Sale, catégorie Food & Drink"
2023-11-14,11/8/2023,NEW CHINA,Food & Drink,sale,-32.45,,2023-11-06,2023,11,45,6,0,0,0,0,0.0,1.0,0.0,1.0,new china,0,0,medium,1,False,False,False,True,0.1441742702475405,0,"Transaction de -32.45€ chez new china, de type Sale, catégorie Food & Drink"
2023-11-14,11/30/2023,Tony's of Cincinnati,Food & Drink,sale,-192.62,,2023-11-28,2023,11,48,28,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,tonys of cincinnati,0,0,small,1,False,False,False,True,-2.2382685810482954,0,"Transaction de -192.62€ chez tonys of cincinnati, de type Sale, catégorie Food & Drink"
2023-11-14,11/9/2023,Offer:McDonalds,Fees & Adjustments,adjustment,1.73,,2023-11-09,2023,11,45,9,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,offermcdonalds,1,0,very_large,1,True,False,False,False,0.6525834396131625,0,"Transaction de 1.73€ chez offermcdonalds, de type Adjustment, catégorie Fees & Adjustments"
2023-11-14,11/2/2023,PANERA BREAD #204922 O,Food & Drink,sale,-9.98,,2023-11-02,2023,11,44,2,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,panera bread 204922 o,0,0,large,1,False,False,False,True,0.4784034696520323,0,"Transaction de -9.98€ chez panera bread 204922 o, de type Sale, catégorie Food & Drink"
2023-11-14,11/26/2023,KROGER,Groceries,sale,-71.34,,2023-11-25,2023,11,47,25,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-0.43429362315880937,0,"Transaction de -71.34€ chez kroger, de type Sale, catégorie Groceries"
2023-11-14,11/13/2023,SONIC DRIVE IN #2572,Food & Drink,sale,-5.79,,2023-11-12,2023,11,45,12,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,sonic drive in 2572,0,0,very_large,1,False,False,False,True,0.5407274725672445,0,"Transaction de -5.79€ chez sonic drive in 2572, de type Sale, catégorie Food & Drink"
2023-11-14,11/26/2023,AMZN Mktp US*0T3RW7K53,Shopping,sale,-81.99,,2023-11-25,2023,11,47,25,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,amzn mktp us0t3rw7k53,0,0,small,0,False,False,False,True,-0.5927066615948501,0,"Transaction de -81.99€ chez amzn mktp us0t3rw7k53, de type Sale, catégorie Shopping"
2023-11-14,10/9/2023,APPLE.COM/BILL,Shopping,sale,-4.26,,2023-10-08,2023,10,40,8,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,applecombill,0,0,very_large,1,False,False,False,True,0.5634854020327039,0,"Transaction de -4.26€ chez applecombill, de type Sale, catégorie Shopping"
2023-11-14,11/29/2023,AIRBNB  HM4Q3SPB8Y,Travel,sale,-199.71,,2023-11-28,2023,11,48,28,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,airbnb  hm4q3spb8y,0,0,small,1,False,False,False,True,-2.3437285287019605,0,"Transaction de -199.71€ chez airbnb  hm4q3spb8y, de type Sale, catégorie Travel"
2023-11-15,10/1/2023,SPEEDWAY 01829 705 CORWIN,Gas,sale,-7.97,,2023-09-29,2023,9,39,29,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,speedway 01829 705 corwin,0,0,very_large,1,False,False,False,True,0.5083011416948907,0,"Transaction de -7.97€ chez speedway 01829 705 corwin, de type Sale, catégorie Gas"
2023-11-15,12/7/2023,DD DOORDASH MCDONALDS,Food & Drink,sale,-30.16,,2023-12-06,2023,12,49,6,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,dd doordash mcdonalds,0,0,medium,1,False,False,False,True,0.17823679212721505,0,"Transaction de -30.16€ chez dd doordash mcdonalds, de type Sale, catégorie Food & Drink"
2023-11-15,11/12/2023,KROGER 408,Groceries,sale,-12.4,,2023-11-11,2023,11,45,11,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,kroger 408,0,0,large,1,False,False,False,True,0.44240726749097886,0,"Transaction de -12.4€ chez kroger 408, de type Sale, catégorie Groceries"
2023-11-15,12/14/2023,SHELL OIL 57445097702,Gas,sale,-16.4,,2023-12-12,2023,12,50,12,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,shell oil 57445097702,0,0,large,1,False,False,False,True,0.3829094126793203,0,"Transaction de -16.4€ chez shell oil 57445097702, de type Sale, catégorie Gas"
2023-11-15,10/20/2023,SQ *HEATHER ROGERS LLC,Personal,sale,-160.0,,2023-10-19,2023,10,42,19,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,sq heather rogers llc,0,0,small,1,False,False,False,True,-1.7530635750592203,0,"Transaction de -160.0€ chez sq heather rogers llc, de type Sale, catégorie Personal"
2023-11-15,12/4/2023,DD DOORDASH JERSEYMIK,Food & Drink,sale,-39.62,,2023-12-03,2023,12,48,3,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,dd doordash jerseymik,0,0,medium,1,False,False,False,True,0.0375243654976427,0,"Transaction de -39.62€ chez dd doordash jerseymik, de type Sale, catégorie Food & Drink"
2023-11-15,10/15/2023,GRAETERS13,Food & Drink,sale,-12.45,,2023-10-12,2023,10,41,12,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,graeters13,0,0,large,1,False,False,False,True,0.4416635443058331,0,"Transaction de -12.45€ chez graeters13, de type Sale, catégorie Food & Drink"
2023-11-15,11/14/2023,Offer:CVS,Fees & Adjustments,adjustment,3.1,,2023-11-14,2023,11,46,14,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,offercvs,1,0,very_large,0,True,False,False,False,0.6729614548861556,0,"Transaction de 3.1€ chez offercvs, de type Adjustment, catégorie Fees & Adjustments"
2023-11-15,10/15/2023,GRAETERS13,Food & Drink,sale,-12.45,,2023-10-12,2023,10,41,12,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,graeters13,0,0,large,1,False,False,False,True,0.4416635443058331,0,"Transaction de -12.45€ chez graeters13, de type Sale, catégorie Food & Drink"
2023-11-15,10/2/2023,SQ *BLOOMS &amp; BERRIES FARM,Shopping,sale,-26.75,,2023-10-01,2023,10,39,1,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,sq blooms amp berries farm,0,0,medium,1,False,False,False,True,0.22895871335415394,0,"Transaction de -26.75€ chez sq blooms amp berries farm, de type Sale, catégorie Shopping"
2023-11-15,11/29/2023,SPI*DUKE-ENERGY,Bills & Utilities,sale,-190.27,,2023-11-28,2023,11,48,28,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,spidukeenergy,0,0,small,1,False,False,False,True,-2.203313591346446,0,"Transaction de -190.27€ chez spidukeenergy, de type Sale, catégorie Bills & Utilities"
2023-11-15,10/4/2023,BODY MAGIC,Health & Wellness,sale,-128.43,,2023-10-03,2023,10,40,3,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,body magic,0,0,small,0,False,False,False,True,-1.2834767559582057,0,"Transaction de -128.43€ chez body magic, de type Sale, catégorie Health & Wellness"
2023-11-15,11/2/2023,PANERA BREAD #204922 O,Food & Drink,sale,-9.98,,2023-11-02,2023,11,44,2,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,panera bread 204922 o,0,0,large,1,False,False,False,True,0.4784034696520323,0,"Transaction de -9.98€ chez panera bread 204922 o, de type Sale, catégorie Food & Drink"
2023-11-15,10/26/2023,FIVE STAR FOOD,Food & Drink,sale,-3.15,,2023-10-25,2023,10,43,25,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,five star food,0,0,very_large,1,False,False,False,True,0.5799960567429392,0,"Transaction de -3.15€ chez five star food, de type Sale, catégorie Food & Drink"
2023-11-15,11/26/2023,SONIC DRIVE IN #2572,Food & Drink,sale,-10.98,,2023-11-24,2023,11,47,24,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,sonic drive in 2572,0,0,large,1,False,False,False,True,0.4635290059491176,0,"Transaction de -10.98€ chez sonic drive in 2572, de type Sale, catégorie Food & Drink"
2023-11-16,10/29/2023,CIRCLE K # 21561,Gas,sale,-12.99,,2023-10-28,2023,10,43,28,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,circle k  21561,0,0,large,0,False,False,False,True,0.4336313339062592,0,"Transaction de -12.99€ chez circle k  21561, de type Sale, catégorie Gas"
2023-11-16,10/4/2023,DD DOORDASH WHITECAST,Food & Drink,sale,-35.94,,2023-10-03,2023,10,40,3,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,dd doordash whitecast,0,0,medium,1,False,False,False,True,0.09226239192436853,0,"Transaction de -35.94€ chez dd doordash whitecast, de type Sale, catégorie Food & Drink"
2023-11-16,10/16/2023,Amazon.com*TP6IQ7HX2,Shopping,sale,-6.39,,2023-10-16,2023,10,42,16,0,0,0,0,0.0,1.0,0.0,1.0,amazoncomtp6iq7hx2,0,0,very_large,0,False,False,False,True,0.5318027943454957,0,"Transaction de -6.39€ chez amazoncomtp6iq7hx2, de type Sale, catégorie Shopping"
2023-11-16,10/29/2023,ZEKES,Food & Drink,sale,-91.7,,2023-10-27,2023,10,43,27,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,zekes,0,0,small,0,False,False,False,True,-0.7371377041501512,0,"Transaction de -91.7€ chez zekes, de type Sale, catégorie Food & Drink"
2023-11-16,11/12/2023,MCDONALD'S F7033,Food & Drink,sale,-6.18,,2023-11-10,2023,11,45,10,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,mcdonalds f7033,0,0,very_large,1,False,False,False,True,0.5349264317231078,0,"Transaction de -6.18€ chez mcdonalds f7033, de type Sale, catégorie Food & Drink"
2023-11-16,10/27/2023,DA CAR WASH,Automotive,sale,-15.0,,2023-10-26,2023,10,43,26,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,da car wash,0,0,large,0,False,False,False,True,0.4037336618634008,0,"Transaction de -15.0€ chez da car wash, de type Sale, catégorie Automotive"
2023-11-16,10/29/2023,CIRCLE K # 04893,Gas,sale,-0.76,,2023-10-28,2023,10,43,28,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,circle k  04893,1,0,very_large,1,False,False,False,True,0.6155460249929051,0,"Transaction de -0.76€ chez circle k  04893, de type Sale, catégorie Gas"
2023-11-16,10/1/2023,SPEEDWAY 01829 705 CORWIN,Gas,sale,-7.97,,2023-09-29,2023,9,39,29,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,speedway 01829 705 corwin,0,0,very_large,1,False,False,False,True,0.5083011416948907,0,"Transaction de -7.97€ chez speedway 01829 705 corwin, de type Sale, catégorie Gas"
2023-11-16,12/12/2023,DD DOORDASH JERSEYMIK,Food & Drink,sale,-24.17,,2023-12-11,2023,12,50,11,0,0,0,0,0.0,1.0,0.0,1.0,dd doordash jerseymik,0,0,medium,1,False,False,False,True,0.26733482970767364,0,"Transaction de -24.17€ chez dd doordash jerseymik, de type Sale, catégorie Food & Drink"
2023-11-16,10/12/2023,DD DOORDASH PAPAJOHNS,Food & Drink,sale,-19.96,,2023-10-11,2023,10,41,11,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,dd doordash papajohns,0,0,large,1,False,False,False,True,0.32995632189694424,0,"Transaction de -19.96€ chez dd doordash papajohns, de type Sale, catégorie Food & Drink"
2023-11-16,10/22/2023,SHELL OIL10059057017,Gas,sale,-8.41,,2023-10-20,2023,10,42,20,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,shell oil10059057017,0,0,very_large,1,False,False,False,True,0.5017563776656081,0,"Transaction de -8.41€ chez shell oil10059057017, de type Sale, catégorie Gas"
2023-11-16,10/15/2023,KROGER,Groceries,sale,-78.03,,2023-10-14,2023,10,41,14,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-0.5338037853313082,0,"Transaction de -78.03€ chez kroger, de type Sale, catégorie Groceries"
2023-11-16,12/21/2023,DD DOORDASH CATCH-A-F,Food & Drink,sale,-32.92,,2023-12-20,2023,12,51,20,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,dd doordash catchaf,0,0,medium,1,False,False,False,True,0.13718327230717065,0,"Transaction de -32.92€ chez dd doordash catchaf, de type Sale, catégorie Food & Drink"
2023-11-16,12/10/2023,APPLE.COM/BILL,Shopping,sale,-10.64,,2023-12-08,2023,12,49,8,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,applecombill,0,0,large,1,False,False,False,True,0.4685863236081086,0,"Transaction de -10.64€ chez applecombill, de type Sale, catégorie Shopping"
2023-11-16,10/22/2023,FLYING J 604,Gas,sale,-11.98,,2023-10-21,2023,10,42,21,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,flying j 604,0,0,large,1,False,False,False,True,0.448654542246203,0,"Transaction de -11.98€ chez flying j 604, de type Sale, catégorie Gas"
2023-11-16,11/26/2023,THE WEB EXTREME ENTERTAIN,Entertainment,sale,-25.0,,2023-11-24,2023,11,47,24,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,the web extreme entertain,0,0,medium,0,False,False,False,True,0.2549890248342545,0,"Transaction de -25.0€ chez the web extreme entertain, de type Sale, catégorie Entertainment"
2023-11-16,11/6/2023,STARBUCKS 800-782-7282,Food & Drink,sale,-10.0,,2023-11-05,2023,11,44,5,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,starbucks 8007827282,0,0,large,1,False,False,False,True,0.47810598037797397,0,"Transaction de -10.0€ chez starbucks 8007827282, de type Sale, catégorie Food & Drink"
2023-11-16,10/9/2023,MAINVILLE QUICK STOP,Groceries,sale,-13.62,,2023-10-07,2023,10,40,7,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,mainville quick stop,0,0,large,0,False,False,False,True,0.42426042177342305,0,"Transaction de -13.62€ chez mainville quick stop, de type Sale, catégorie Groceries"
2023-11-16,11/6/2023,Offer:Panera Bread (in,Fees & Adjustments,adjustment,1.0,,2023-11-06,2023,11,45,6,0,0,0,0,0.0,1.0,0.0,1.0,offerpanera bread in,1,0,very_large,1,True,False,False,False,0.6417250811100349,0,"Transaction de 1.0€ chez offerpanera bread in, de type Adjustment, catégorie Fees & Adjustments"
2023-11-16,10/1/2023,SPI*DUKE-ENERGY,Bills & Utilities,sale,-317.66,,2023-09-30,2023,9,39,30,0,5,1,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0,spidukeenergy,0,0,small,1,False,False,False,True,-4.098171522460741,1,"Transaction de -317.66€ chez spidukeenergy, de type Sale, catégorie Bills & Utilities"
2023-11-16,11/29/2023,AMZN Mktp US*759ML8OM3,Shopping,sale,-16.62,,2023-11-28,2023,11,48,28,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,amzn mktp us759ml8om3,0,0,large,0,False,False,False,True,0.3796370306646791,0,"Transaction de -16.62€ chez amzn mktp us759ml8om3, de type Sale, catégorie Shopping"
2023-11-17,9/27/2023,PANERA BREAD #204922 O,Food & Drink,sale,-8.27,,2023-09-27,2023,9,39,27,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,panera bread 204922 o,0,0,very_large,1,False,False,False,True,0.5038388025840163,0,"Transaction de -8.27€ chez panera bread 204922 o, de type Sale, catégorie Food & Drink"
2023-11-17,12/12/2023,PANERA BREAD #204922 O,Food & Drink,sale,-10.08,,2023-12-12,2023,12,50,12,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,panera bread 204922 o,0,0,large,1,False,False,False,True,0.4769160232817408,0,"Transaction de -10.08€ chez panera bread 204922 o, de type Sale, catégorie Food & Drink"
2023-11-17,10/8/2023,Amazon.com*T99O53DG1,Shopping,sale,-7.19,,2023-10-07,2023,10,40,7,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,amazoncomt99o53dg1,0,0,very_large,1,False,False,False,True,0.5199032233831641,0,"Transaction de -7.19€ chez amazoncomt99o53dg1, de type Sale, catégorie Shopping"
2023-11-17,11/3/2023,AMZN Mktp US*KD7WJ1UG3,Shopping,sale,-20.17,,2023-11-02,2023,11,44,2,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,amzn mktp uskd7wj1ug3,0,0,large,1,False,False,False,True,0.3268326845193322,0,"Transaction de -20.17€ chez amzn mktp uskd7wj1ug3, de type Sale, catégorie Shopping"
